,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
6014,6015,9,2485,2017-06-21,True,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,37838.0
6016,6017,34,1900,2017-09-03,True,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,35560.0
6018,6019,0,2240,2017-11-09,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458.0
6020,6021,8,459,2017-11-22,True,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38693.0
6023,6024,0,1559,2017-08-02,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36833.0
6024,6025,92,1504,2017-02-28,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37874.0
6025,6026,17,1641,2017-01-19,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
6034,6035,85,425,2017-12-05,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,36145.0
6035,6036,71,1177,2017-09-19,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",38193.0
6036,6037,31,2412,2017-03-16,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
6038,6039,53,1493,2017-05-03,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
6039,6040,0,3375,2017-05-26,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,35052.0
6042,6043,46,2545,2017-07-09,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064.0
6043,6044,56,14,2017-11-13,True,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707.0
6046,6047,91,3360,2017-03-12,True,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
6048,6049,33,1494,2017-04-25,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35052.0
6052,6053,90,905,2017-09-04,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
6056,6057,52,2386,2017-02-09,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
6057,6058,27,2082,2017-08-03,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,37698.0
6058,6059,81,1970,2017-08-12,True,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429.0
6062,6063,88,2066,2017-10-01,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34165.0
6063,6064,50,680,2017-09-15,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,35052.0
6065,6066,5,1980,2017-10-18,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,40784.0
6066,6067,57,565,2017-05-22,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,40779.0
6068,6069,18,120,2017-06-20,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,41533.0
6071,6072,0,2930,2017-03-01,True,Approved,,,,,1099.68,,
6072,6073,17,1650,2017-12-20,True,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
6073,6074,22,203,2017-05-05,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,36334.0
6074,6075,62,1575,2017-04-28,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
6075,6076,22,1047,2017-11-03,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165.0
6077,6078,22,232,2017-03-04,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165.0
6078,6079,6,1629,2017-03-04,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659.0
6082,6083,79,3440,2017-04-10,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
6086,6087,80,1594,2017-02-11,True,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42218.0
6090,6091,94,1093,2017-09-22,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
6096,6097,86,928,2017-03-18,True,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,35560.0
6097,6098,69,1184,2017-05-11,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
6098,6099,74,2155,2017-05-27,True,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668.0
6101,6102,22,543,2017-07-14,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33455.0
6103,6104,25,1886,2017-08-18,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
6104,6105,86,1274,2017-11-30,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
6106,6107,10,2627,2017-10-03,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345.0
6113,6114,99,652,2017-08-04,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",41009.0
6115,6116,77,2914,2017-11-19,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,41533.0
6116,6117,66,2331,2017-10-06,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
6117,6118,11,3479,2017-03-19,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
6118,6119,19,2084,2017-01-21,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34244.0
6120,6121,44,2889,2017-03-08,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,41848.0
6122,6123,47,67,2017-05-03,True,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991.0
6124,6125,53,3352,2017-11-20,True,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0
6125,6126,53,2347,2017-03-29,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
6127,6128,23,2222,2017-08-17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0
6128,6129,77,2334,2017-10-22,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
6129,6130,86,579,2017-02-11,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
6130,6131,6,2574,2017-05-16,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659.0
6133,6134,95,2552,2017-08-29,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,33364.0
6134,6135,14,2586,2017-12-11,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",40303.0
6135,6136,46,3375,2017-08-25,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361.0
6138,6139,92,292,2017-11-02,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",42458.0
6142,6143,59,835,2017-10-22,True,Approved,Solex,Standard,medium,large,1061.56,$733.58,42172.0
6146,6147,34,3029,2017-02-17,True,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698.0
6148,6149,95,511,2017-05-23,True,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455.0
6154,6155,27,1042,2017-02-20,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,39526.0
6155,6156,99,33,2017-03-20,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
6156,6157,48,3174,2017-01-27,True,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
6158,6159,54,1124,2017-01-24,True,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,40779.0
6160,6161,55,2653,2017-10-23,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823.0
6162,6163,51,2397,2017-04-10,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",35470.0
6163,6164,0,1577,2017-08-30,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659.0
6165,6166,40,2882,2017-01-12,True,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
6167,6168,0,1591,2017-11-15,True,Approved,,,,,1220.66,,
6173,6174,54,1858,2017-05-16,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,34996.0
6174,6175,76,3363,2017-01-07,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",33364.0
6179,6180,90,3063,2017-09-17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
6184,6185,13,2894,2017-02-02,True,Approved,Solex,Standard,medium,medium,1163.89,$589.27,38693.0
6186,6187,45,2772,2017-12-05,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,37668.0
6188,6189,35,249,2017-06-21,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
6194,6195,60,1506,2017-03-21,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779.0
6197,6198,58,1700,2017-06-10,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,34170.0
6199,6200,69,3477,2017-10-25,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,41922.0
6205,6206,84,2717,2017-06-13,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
6206,6207,92,2015,2017-09-30,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
6207,6208,99,2958,2017-04-19,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
6210,6211,9,3170,2017-10-07,True,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549.0
6211,6212,94,1884,2017-08-05,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,42458.0
6214,6215,81,799,2017-03-19,True,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,36145.0
6216,6217,92,1564,2017-12-17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
6218,6219,64,3230,2017-03-23,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047.0
6219,6220,38,3081,2017-09-15,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0
6222,6223,73,2238,2017-07-20,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,36668.0
6226,6227,74,1935,2017-06-05,True,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668.0
6231,6232,3,3045,2017-06-09,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,33549.0
6237,6238,92,1431,2017-01-05,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37539.0
6238,6239,72,821,2017-11-27,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,38859.0
6239,6240,0,784,2017-03-02,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34165.0
6240,6241,28,2986,2017-02-18,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0
6244,6245,16,2946,2017-05-14,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35378.0
6245,6246,1,3142,2017-01-09,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
6248,6249,31,3213,2017-10-23,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
6250,6251,0,3102,2017-08-31,True,Approved,,,,,1061.92,,
6251,6252,59,759,2017-12-07,True,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
6253,6254,15,2923,2017-05-26,True,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,34586.0
6258,6259,73,44,2017-04-28,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193.0
6259,6260,63,1132,2017-10-18,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,40487.0
6260,6261,28,1521,2017-09-26,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",42696.0
6262,6263,16,685,2017-07-13,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
6265,6266,69,1990,2017-04-24,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
6266,6267,3,724,2017-09-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,36146.0
6270,6271,98,1706,2017-04-17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35707.0
6272,6273,35,392,2017-04-15,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527.0
6273,6274,76,2214,2017-04-25,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",34556.0
6280,6281,48,2861,2017-10-18,True,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,37668.0
6282,6283,7,1696,2017-10-22,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
6283,6284,58,2629,2017-03-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
6284,6285,9,767,2017-11-18,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0
6285,6286,74,2146,2017-01-04,True,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668.0
6287,6288,43,740,2017-10-30,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
6288,6289,97,2217,2017-05-12,True,Approved,Solex,Standard,medium,large,202.62,$151.96,42458.0
6289,6290,25,199,2017-12-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
6292,6293,10,124,2017-03-18,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553.0
6295,6296,62,2620,2017-07-03,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
6298,6299,3,153,2017-10-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573.0
6299,6300,19,108,2017-12-14,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
6300,6301,22,1094,2017-01-15,True,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345.0
6301,6302,30,788,2017-11-21,True,Approved,Solex,Standard,high,medium,748.17,$448.90,33552.0
6302,6303,0,2389,2017-10-20,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880.0
6303,6304,0,2109,2017-01-31,True,Approved,Solex,Standard,medium,medium,100.35,$75.26,41434.0
6304,6305,17,2885,2017-07-12,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,40670.0
6305,6306,81,321,2017-06-11,True,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38002.0
6306,6307,37,1002,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,35560.0
6307,6308,82,412,2017-02-13,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
6308,6309,69,3500,2017-01-09,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
6309,6310,45,1539,2017-06-13,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,41009.0
6313,6314,38,672,2017-02-25,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,33259.0
6314,6315,33,2411,2017-03-29,True,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",39526.0
6315,6316,79,1986,2017-08-31,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
6319,6320,59,335,2017-01-20,True,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170.0
6320,6321,71,1277,2017-11-05,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",37873.0
6323,6324,87,1123,2017-03-22,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,$707.40,35667.0
6324,6325,51,1430,2017-07-07,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",33259.0
6325,6326,62,2547,2017-01-25,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,33879.0
6328,6329,1,762,2017-05-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38573.0
6330,6331,31,2949,2017-12-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
6331,6332,95,383,2017-05-01,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
6334,6335,57,1961,2017-02-04,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,41047.0
6336,6337,95,2464,2017-07-18,True,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
6337,6338,60,343,2017-08-19,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779.0
6339,6340,36,1973,2017-01-28,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,38573.0
6340,6341,61,649,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172.0
6343,6344,49,1629,2017-12-29,True,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
6345,6346,89,2106,2017-11-12,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
6350,6351,86,1204,2017-06-13,True,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,37626.0
6352,6353,64,2604,2017-02-01,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42105.0
6353,6354,27,1864,2017-09-13,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
6354,6355,1,498,2017-01-18,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,42226.0
6356,6357,81,1242,2017-11-10,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,34071.0
6358,6359,88,3039,2017-03-31,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145.0
6361,6362,19,611,2017-11-23,True,Approved,OHM Cycles,Road,high,large,12.01,$7.21,42404.0
6363,6364,33,1362,2017-04-18,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
6365,6366,0,1013,2017-03-14,True,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707.0
6367,6368,36,2966,2017-11-28,True,Approved,Solex,Standard,low,medium,945.04,$507.58,36361.0
6368,6369,41,631,2017-12-14,True,Approved,Solex,Road,medium,medium,416.98,$312.74,35560.0
6369,6370,41,609,2017-03-14,True,Approved,Solex,Road,medium,medium,416.98,$312.74,35560.0
6374,6375,45,867,2017-01-03,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0
6376,6377,36,3064,2017-02-25,True,Approved,Solex,Standard,low,medium,945.04,$507.58,40672.0
6380,6381,23,2755,2017-08-06,True,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,42696.0
6381,6382,50,1432,2017-07-21,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,34527.0
6382,6383,7,3117,2017-06-08,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,39298.0
6384,6385,70,233,2017-09-01,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
6386,6387,54,1103,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,40410.0
6387,6388,66,2544,2017-02-14,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410.0
6388,6389,70,2036,2017-06-04,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
6394,6395,71,2768,2017-02-01,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996.0
6395,6396,0,2196,2017-03-11,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,38573.0
6396,6397,27,684,2017-03-07,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
6398,6399,66,1098,2017-06-08,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,33879.0
6401,6402,46,2569,2017-05-20,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427.0
6405,6406,4,1056,2017-01-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
6406,6407,52,594,2017-01-14,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
6407,6408,52,1443,2017-08-05,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,40779.0
6409,6410,60,3015,2017-11-14,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",41848.0
6410,6411,5,2829,2017-08-08,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
6411,6412,100,2385,2017-07-21,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
6412,6413,29,1190,2017-04-30,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,36361.0
6416,6417,17,1090,2017-09-02,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
6425,6426,39,3114,2017-02-09,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427.0
6426,6427,20,2249,2017-09-09,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
6427,6428,16,210,2017-06-28,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",33888.0
6429,6430,0,714,2017-10-16,True,Approved,,,,,101.55,,
6430,6431,4,392,2017-04-13,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
6431,6432,14,2701,2017-01-24,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",39880.0
6432,6433,96,48,2017-05-01,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539.0
6433,6434,58,2452,2017-11-15,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
6436,6437,5,2867,2017-03-16,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
6437,6438,46,3224,2017-04-01,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427.0
6438,6439,43,1339,2017-02-05,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
6443,6444,1,2793,2017-10-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41245.0
6449,6450,54,153,2017-01-09,True,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0
6450,6451,35,1106,2017-08-13,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527.0
6451,6452,32,3141,2017-07-08,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,33888.0
6453,6454,1,1115,2017-08-08,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,41533.0
6454,6455,88,2311,2017-07-22,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145.0
6455,6456,74,2138,2017-08-28,True,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
6456,6457,39,445,2017-02-18,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
6459,6460,26,1084,2017-04-12,True,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115.0
6460,6461,56,1551,2017-08-22,True,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707.0
6461,6462,0,3239,2017-12-28,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
6464,6465,75,583,2017-10-02,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859.0
6465,6466,10,428,2017-08-13,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193.0
6467,6468,20,3324,2017-08-18,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404.0
6468,6469,24,2635,2017-05-20,True,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0
6475,6476,31,1530,2017-11-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,34527.0
6476,6477,45,1049,2017-07-09,True,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0
6478,6479,29,2365,2017-12-29,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,37337.0
6479,6480,72,1684,2017-02-28,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710.0
6485,6486,11,1812,2017-06-10,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
6486,6487,53,311,2017-06-17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
6488,6489,3,2590,2017-11-10,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,33429.0
6491,6492,41,2398,2017-01-14,True,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693.0
6492,6493,54,1262,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42105.0
6493,6494,25,369,2017-09-20,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
6494,6495,69,327,2017-08-06,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
6496,6497,81,1063,2017-10-04,True,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,42218.0
6498,6499,32,605,2017-10-20,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,40618.0
6501,6502,90,1821,2017-11-16,True,Approved,Solex,Standard,low,medium,945.04,$507.58,40672.0
6502,6503,7,1923,2017-12-15,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
6503,6504,57,1496,2017-09-06,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586.0
6506,6507,20,674,2017-09-06,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
6508,6509,26,3058,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,38193.0
6511,6512,32,1152,2017-06-13,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,38750.0
6512,6513,60,2088,2017-09-21,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",38647.0
6514,6515,100,327,2017-12-14,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
6516,6517,29,1365,2017-05-27,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
6517,6518,40,1103,2017-11-28,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,33259.0
6520,6521,82,3050,2017-09-09,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
6523,6524,31,1270,2017-06-08,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
6525,6526,57,109,2017-08-16,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,36146.0
6526,6527,67,2070,2017-12-26,True,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,37659.0
6527,6528,96,263,2017-05-11,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
6528,6529,82,3089,2017-10-20,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,34079.0
6533,6534,67,1223,2017-10-29,True,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,42105.0
6534,6535,10,1296,2017-03-18,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838.0
6535,6536,91,1651,2017-03-13,True,Approved,Solex,Standard,medium,medium,100.35,$75.26,41434.0
6536,6537,1,1672,2017-09-26,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,37659.0
6537,6538,70,2164,2017-09-15,True,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,38193.0
6538,6539,72,389,2017-02-28,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,37499.0
6540,6541,0,2697,2017-04-25,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
6541,6542,43,2381,2017-11-29,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,39427.0
6542,6543,62,1372,2017-01-24,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
6544,6545,65,2860,2017-03-16,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
6545,6546,8,3409,2017-01-30,True,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649.0
6546,6547,9,1930,2017-02-19,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0
