,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
4520,4521,93,55,2017-09-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833.0
4521,4522,60,2690,2017-01-03,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",41047.0
4524,4525,49,253,2017-08-17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41009.0
4526,4527,40,2463,2017-07-31,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
4527,4528,3,65,2017-03-18,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37823.0
4529,4530,63,2371,2017-09-12,False,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,39031.0
4530,4531,41,2991,2017-07-01,False,Approved,Solex,Road,medium,medium,416.98,$312.74,35560.0
4532,4533,25,1898,2017-03-10,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
4533,4534,10,2695,2017-04-09,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298.0
4535,4536,11,1103,2017-11-13,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404.0
4536,4537,89,1637,2017-08-09,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
4538,4539,58,1914,2017-05-16,False,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
4539,4540,45,1994,2017-08-14,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
4540,4541,87,708,2017-07-08,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,$707.40,36367.0
4541,4542,40,2616,2017-08-22,False,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,35707.0
4542,4543,57,3199,2017-12-01,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,36146.0
4546,4547,83,1722,2017-11-21,False,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533.0
4547,4548,21,3240,2017-07-09,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,34244.0
4548,4549,59,3208,2017-05-13,False,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
4550,4551,3,3212,2017-07-06,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40779.0
4553,4554,72,1331,2017-11-01,False,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
4556,4557,57,3127,2017-11-25,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
4558,4559,5,3163,2017-01-10,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
4559,4560,28,2160,2017-02-14,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33552.0
4561,4562,80,879,2017-02-12,False,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455.0
4562,4563,3,2580,2017-10-27,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38258.0
4563,4564,29,394,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,38002.0
4564,4565,5,10,2017-08-26,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,38258.0
4566,4567,38,198,2017-11-02,False,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618.0
4567,4568,2,304,2017-08-12,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,40784.0
4574,4575,25,3203,2017-10-18,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33552.0
4575,4576,52,2935,2017-02-01,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
4579,4580,97,485,2017-07-29,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549.0
4580,4581,23,1805,2017-06-15,False,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0
4586,4587,79,855,2017-02-14,False,Approved,Solex,Touring,medium,large,2083.94,$675.03,40303.0
4597,4598,69,1720,2017-11-01,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,42105.0
4603,4604,72,3148,2017-06-24,False,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,40487.0
4604,4605,0,1957,2017-05-01,False,Approved,,,,,1285.47,,
4605,4606,88,257,2017-06-04,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,41434.0
4608,4609,20,248,2017-02-15,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
4609,4610,36,1992,2017-08-12,False,Approved,Solex,Standard,low,medium,945.04,$507.58,40672.0
4610,4611,92,427,2017-06-04,False,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",36833.0
4613,4614,75,1314,2017-08-19,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,41922.0
4618,4619,15,1880,2017-07-05,False,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0
4619,4620,53,2815,2017-08-10,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0
4622,4623,99,972,2017-07-08,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,33364.0
4623,4624,62,1493,2017-02-12,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
4626,4627,56,2009,2017-06-11,False,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34143.0
4627,4628,46,3366,2017-11-16,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,39915.0
4629,4630,1,3153,2017-02-13,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859.0
4630,4631,62,746,2017-03-05,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,40410.0
4633,4634,60,1690,2017-10-19,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40487.0
4635,4636,77,3288,2017-03-03,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
4636,4637,46,544,2017-07-10,False,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,39526.0
4639,4640,21,453,2017-04-04,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701.0
4640,4641,31,3163,2017-12-16,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
4641,4642,82,1748,2017-12-28,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,38482.0
4643,4644,34,1245,2017-06-24,False,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698.0
4648,4649,4,768,2017-12-25,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38216.0
4649,4650,37,1547,2017-11-11,False,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40336.0
4650,4651,58,2014,2017-09-10,False,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,40487.0
4652,4653,0,104,2017-03-08,False,Approved,,,,,1678.71,,
4658,4659,97,39,2017-01-19,False,Approved,Solex,Standard,medium,large,202.62,$151.96,42458.0
4660,4661,32,3310,2017-04-24,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,40618.0
4662,4663,85,262,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,33429.0
4663,4664,7,19,2017-01-31,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
4664,4665,35,638,2017-10-31,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
4666,4667,36,2809,2017-05-25,False,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
4667,4668,17,318,2017-03-27,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404.0
4668,4669,29,1052,2017-12-30,False,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833.0
4671,4672,81,1091,2017-04-10,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429.0
4672,4673,50,1431,2017-12-11,False,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295.0
4673,4674,22,3138,2017-04-04,False,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33552.0
4675,4676,4,3240,2017-11-07,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,37659.0
4676,4677,75,2026,2017-01-07,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,40553.0
4677,4678,67,2472,2017-01-11,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,34165.0
4681,4682,11,2651,2017-10-28,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880.0
4682,4683,47,478,2017-07-19,False,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",37823.0
4683,4684,43,1637,2017-07-22,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
4685,4686,64,2462,2017-06-23,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047.0
4686,4687,48,90,2017-08-05,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
4687,4688,53,2947,2017-11-14,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0
4688,4689,88,2640,2017-10-14,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145.0
4691,4692,52,2878,2017-05-20,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,33429.0
4695,4696,72,3224,2017-11-09,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710.0
4697,4698,66,1962,2017-03-25,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410.0
4698,4699,3,2771,2017-04-13,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40487.0
4699,4700,91,2932,2017-12-11,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
4702,4703,0,1944,2017-04-24,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,37823.0
4703,4704,96,3363,2017-12-26,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,42458.0
4704,4705,100,3124,2017-08-24,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",40303.0
4706,4707,84,2108,2017-01-23,False,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,35667.0
4707,4708,25,1194,2017-11-06,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
4708,4709,84,1429,2017-05-23,False,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,34079.0
4711,4712,56,751,2017-04-27,False,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707.0
4715,4716,24,2104,2017-06-10,False,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0
4717,4718,4,731,2017-05-20,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
4720,4721,0,2692,2017-11-20,False,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36367.0
4722,4723,54,2522,2017-09-19,False,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
4723,4724,28,2325,2017-01-07,False,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38216.0
4724,4725,21,1389,2017-03-25,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160.0
4725,4726,41,1672,2017-11-18,False,Approved,Solex,Road,medium,medium,416.98,$312.74,41064.0
4727,4728,43,839,2017-02-17,False,Approved,Solex,Standard,medium,medium,1151.96,$649.49,34071.0
4729,4730,81,2028,2017-05-01,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,41533.0
4730,4731,30,1668,2017-06-15,False,Approved,Solex,Standard,high,medium,748.17,$448.90,33552.0
4734,4735,49,3143,2017-05-02,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
4735,4736,51,422,2017-07-03,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
4737,4738,21,2534,2017-05-02,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,34244.0
4738,4739,57,3159,2017-02-12,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
4739,4740,4,2273,2017-02-03,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38216.0
4740,4741,80,2183,2017-12-15,False,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42226.0
4741,4742,40,525,2017-07-07,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,34071.0
4742,4743,21,943,2017-01-29,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,34115.0
4746,4747,7,426,2017-05-15,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
4752,4753,92,936,2017-04-27,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
4755,4756,20,1697,2017-09-15,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404.0
4756,4757,13,2288,2017-09-09,False,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618.0
4758,4759,58,1718,2017-09-28,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,39915.0
4759,4760,56,451,2017-03-06,False,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0
4765,4766,92,1808,2017-08-11,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586.0
4766,4767,91,3172,2017-07-14,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
4767,4768,0,2859,2017-09-11,False,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668.0
4768,4769,82,3048,2017-02-05,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
4769,4770,31,2628,2017-01-13,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
4771,4772,76,1091,2017-12-26,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0
4774,4775,51,2653,2017-08-28,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
4775,4776,46,2589,2017-10-24,False,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361.0
4777,4778,3,21,2017-10-22,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41701.0
4778,4779,84,340,2017-11-30,False,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
4781,4782,12,104,2017-10-08,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,34586.0
4782,4783,36,139,2017-12-04,False,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
4783,4784,49,978,2017-03-17,False,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170.0
4785,4786,49,2559,2017-12-18,False,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170.0
4786,4787,64,2464,2017-12-28,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047.0
4789,4790,4,2353,2017-10-10,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,41701.0
4791,4792,59,3208,2017-11-07,False,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
4793,4794,47,2663,2017-03-03,False,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",35470.0
4799,4800,78,647,2017-09-03,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38002.0
4800,4801,44,1447,2017-02-13,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
4803,4804,16,2041,2017-10-11,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
4805,4806,24,720,2017-09-27,False,Approved,Solex,Road,medium,large,1777.8,$820.78,41047.0
4806,4807,10,2766,2017-11-13,False,Approved,Solex,Standard,medium,medium,1945.43,$333.18,36668.0
4808,4809,40,1831,2017-07-18,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
4809,4810,69,1313,2017-01-18,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
4812,4813,79,2723,2017-11-20,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,33429.0
4813,4814,66,166,2017-07-11,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
4814,4815,68,2966,2017-11-01,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,36668.0
4816,4817,50,3475,2017-12-27,False,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668.0
4822,4823,5,135,2017-04-24,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
4827,4828,87,2294,2017-04-07,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,$707.40,35667.0
4830,4831,42,1594,2017-07-30,False,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",37873.0
4832,4833,0,961,2017-09-03,False,Approved,,,,,366.22,,
4834,4835,32,168,2017-05-26,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,39427.0
4835,4836,90,1980,2017-05-14,False,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
4836,4837,52,721,2017-06-14,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42295.0
4838,4839,8,1317,2017-09-17,False,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38482.0
4841,4842,80,2691,2017-10-11,False,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455.0
4842,4843,86,507,2017-10-14,False,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206.0
4844,4845,50,3276,2017-04-16,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337.0
4845,4846,68,2874,2017-05-01,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
4846,4847,48,482,2017-10-16,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
4847,4848,66,1783,2017-04-10,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,34996.0
4849,4850,98,1806,2017-01-15,False,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
4850,4851,94,2747,2017-08-11,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
4852,4853,24,1722,2017-02-16,False,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0
4857,4858,46,2761,2017-05-18,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,38573.0
4858,4859,11,608,2017-01-03,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",36334.0
4859,4860,25,2964,2017-07-15,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33888.0
4861,4862,42,2324,2017-10-13,False,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",40672.0
4865,4866,91,490,2017-07-01,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
4869,4870,12,377,2017-02-08,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0
4871,4872,97,350,2017-07-07,False,Approved,Solex,Standard,medium,large,202.62,$151.96,42458.0
4872,4873,74,877,2017-04-06,False,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,40553.0
4873,4874,0,776,2017-06-23,False,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
4874,4875,64,1483,2017-02-04,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42105.0
4875,4876,33,2055,2017-09-16,False,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",39526.0
4878,4879,10,916,2017-08-19,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701.0
4880,4881,39,2762,2017-11-05,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
4881,4882,28,635,2017-11-21,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",34527.0
4885,4886,5,765,2017-05-25,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
4890,4891,91,1169,2017-04-22,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,42458.0
4891,4892,0,81,2017-12-26,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
4895,4896,0,922,2017-06-25,False,Approved,,,,,1199.26,,
4898,4899,80,3092,2017-05-12,False,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455.0
4899,4900,66,50,2017-07-24,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,37499.0
4901,4902,3,2858,2017-08-18,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37220.0
4902,4903,82,1502,2017-12-04,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,34079.0
4904,4905,74,322,2017-02-14,False,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,42226.0
4906,4907,0,2433,2017-01-24,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,34527.0
4909,4910,25,637,2017-11-06,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
4910,4911,0,1406,2017-03-03,False,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,36146.0
4911,4912,56,3131,2017-11-26,False,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,40779.0
4912,4913,87,645,2017-08-17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
4915,4916,77,2691,2017-09-02,False,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
4917,4918,89,2182,2017-08-02,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427.0
4920,4921,96,490,2017-03-08,False,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539.0
4922,4923,51,3227,2017-12-27,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
4923,4924,35,2039,2017-06-14,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38258.0
4924,4925,20,2018,2017-03-24,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
4925,4926,2,1651,2017-03-27,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167.0
4926,4927,49,1566,2017-10-05,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
4927,4928,33,2295,2017-07-29,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",38750.0
4929,4930,35,1993,2017-10-17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
4930,4931,21,2451,2017-01-29,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,42404.0
4933,4934,48,151,2017-05-17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,42688.0
4936,4937,0,1749,2017-03-25,False,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
4939,4940,88,2592,2017-11-17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,41434.0
4940,4941,20,173,2017-03-16,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",41701.0
4943,4944,3,2404,2017-06-26,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0
4944,4945,78,2043,2017-08-10,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
4951,4952,77,833,2017-02-28,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,41064.0
4955,4956,0,2682,2017-06-16,False,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,36367.0
4959,4960,21,1834,2017-04-05,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586.0
4961,4962,79,3433,2017-06-02,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
4963,4964,27,1524,2017-10-09,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33888.0
4964,4965,76,1770,2017-01-15,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0
4965,4966,86,3202,2017-11-20,False,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482.0
4967,4968,3,2992,2017-01-08,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37659.0
4968,4969,90,1462,2017-05-13,False,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,41434.0
4970,4971,1,480,2017-04-27,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
4975,4976,9,717,2017-03-04,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,38216.0
4977,4978,17,686,2017-01-23,False,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,36367.0
4978,4979,17,413,2017-03-26,False,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
4980,4981,68,786,2017-01-21,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
4981,4982,29,3417,2017-08-08,False,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
4983,4984,0,928,2017-04-08,False,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880.0
4984,4985,36,1731,2017-03-08,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,35470.0
4989,4990,12,2753,2017-05-27,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,39880.0
4990,4991,64,2202,2017-10-21,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,40487.0
4993,4994,0,1416,2017-04-02,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,42172.0
4996,4997,6,2441,2017-12-02,False,Approved,Solex,Standard,high,medium,748.17,$448.90,35052.0
4998,4999,5,2522,2017-06-25,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
5000,5001,28,2703,2017-12-11,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",39031.0
5001,5002,29,51,2017-02-12,False,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
5003,5004,3,2046,2017-09-24,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,33455.0
5004,5005,87,2140,2017-07-17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
5005,5006,74,3256,2017-10-02,False,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668.0
5008,5009,0,2679,2017-08-22,False,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
5009,5010,0,2460,2017-10-12,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
5010,5011,56,2507,2017-01-22,False,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,42295.0
5011,5012,7,83,2017-10-11,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
5013,5014,46,2907,2017-06-30,False,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361.0
5014,5015,72,1965,2017-02-14,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,35455.0
5016,5017,69,2454,2017-06-02,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
5017,5018,11,1550,2017-01-21,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345.0
5018,5019,18,3449,2017-04-29,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,38206.0
5020,5021,43,3295,2017-01-14,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,41533.0
5024,5025,15,1987,2017-08-06,False,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693.0
5026,5027,62,2413,2017-06-16,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
5030,5031,70,2590,2017-02-13,False,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,37874.0
5031,5032,57,1293,2017-04-26,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
5032,5033,86,862,2017-11-06,False,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,41009.0
