customer_id,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,LRFM_score_combined,LRFM_segment_combined
1795,328,213,2,1817.7600000000002,3,1,1,2,3112,Inactive Customer
1796,123,123,1,235.63,1,2,1,1,1211,New Customer Low Value
1797,317,98,5,3936.38,3,2,4,3,3243,At Risk Customer
1798,326,14,3,1283.79,3,4,2,1,3421,Occasional Spender
1799,60,60,1,1061.56,1,3,1,1,1311,New Customer Low Value
18,281,169,4,4306.47,2,1,3,3,2133,New Customer High Value
180,342,12,4,5905.43,4,4,3,4,4434,Top Tier Loyalist
1800,276,237,2,1620.49,2,1,1,1,2111,New Customer Low Value
1801,283,66,5,4170.53,3,3,4,3,3343,Top Tier Loyalist
1802,14,14,1,1894.19,1,4,1,2,1412,New Customer Low Value
1803,350,122,3,2246.8999999999996,4,2,2,2,4222,Inactive Customer
1804,263,32,2,3270.6,2,4,1,3,2413,New Customer High Spender
1805,331,91,3,1419.52,3,2,2,1,3221,Inactive Customer
1806,192,38,2,2818.09,1,3,1,2,1312,New Customer Low Value
1807,205,64,4,5365.41,1,3,3,4,1334,New Customer High Value
1808,347,77,3,4893.93,4,3,2,4,4324,Occasional Spender
1809,161,28,3,4566.860000000001,1,4,2,4,1424,New Customer High Spender
181,241,187,2,1760.02,2,1,1,1,2111,New Customer Low Value
1810,337,7,2,458.74,4,4,1,1,4411,Occasional Spender
1811,164,33,4,5770.79,1,4,3,4,1434,New Customer High Value
1812,286,117,4,3870.46,3,2,3,3,3233,At Risk Customer
1813,303,303,1,590.26,3,1,1,1,3111,Inactive Customer
1814,346,132,3,1701.5,4,2,2,1,4221,Inactive Customer
1815,351,12,5,4235.58,4,4,4,3,4443,Top Tier Loyalist
1816,195,81,3,2240.5,1,3,2,2,1322,New Customer Low Value
1817,298,32,6,4656.05,3,4,4,4,3444,Top Tier Loyalist
1818,274,25,3,3470.92,2,4,2,3,2423,New Customer High Spender
182,348,271,3,4379.96,4,1,2,3,4123,Reactivated Spender
1820,316,36,5,3893.81,3,4,4,3,3443,Top Tier Loyalist
1821,328,45,5,6225.85,3,3,4,4,3344,Top Tier Loyalist
1822,235,3,3,1733.72,2,4,2,1,2421,New Customer Low Value
1823,297,207,3,2581.46,3,1,2,2,3122,Inactive Customer
1824,132,13,3,4791.26,1,4,2,4,1424,New Customer High Spender
1825,325,41,3,2733.28,3,3,2,2,3322,Occasional Spender
1826,343,92,3,3280.2000000000003,4,2,2,3,4223,Reactivated Spender
1827,39,39,1,1129.13,1,3,1,1,1311,New Customer Low Value
1828,294,294,1,12.01,3,1,1,1,3111,Inactive Customer
1829,4,4,1,1228.07,1,4,1,1,1411,New Customer Low Value
183,207,103,2,743.0500000000001,2,2,1,1,2211,New Customer Low Value
1831,348,274,2,2855.48,4,1,1,2,4112,Inactive Customer
1832,234,109,4,6039.3,2,2,3,4,2234,New Customer High Value
1833,361,11,3,3606.4399999999996,4,4,2,3,4423,Occasional Spender
1834,233,127,2,3752.88,2,2,1,3,2213,New Customer High Potential
1835,346,36,3,3678.84,4,4,2,3,4423,Occasional Spender
1836,167,167,1,1873.97,1,1,1,2,1112,New Customer Low Value
1837,305,36,4,4668.68,3,4,3,4,3434,Top Tier Loyalist
1838,162,162,1,1945.43,1,1,1,2,1112,New Customer Low Value
1839,274,50,2,1878.94,2,3,1,2,2312,New Customer Low Value
1840,307,108,3,4797.73,3,2,2,4,3224,Reactivated Spender
1841,362,37,2,4061.3,4,4,1,3,4413,Occasional Spender
1842,337,218,2,2719.9700000000003,4,1,1,2,4112,Inactive Customer
1843,287,252,3,4004.08,3,1,2,3,3123,Reactivated Spender
1844,363,363,1,1216.14,4,1,1,1,4111,Inactive Customer
1845,359,22,2,1322.1999999999998,4,4,1,1,4411,Occasional Spender
1847,145,33,2,2027.73,1,4,1,2,1412,New Customer Low Value
1848,298,43,2,3506.4799999999996,3,3,1,3,3313,Occasional Spender
1849,272,137,4,5099.71,2,2,3,4,2234,New Customer High Value
185,205,9,5,6398.0,1,4,4,4,1444,New Customer High Value
1850,228,45,4,4442.4400000000005,2,3,3,3,2333,New Customer High Value
1851,319,319,1,1703.52,3,1,1,1,3111,Inactive Customer
1852,291,221,2,2235.05,3,1,1,2,3112,Inactive Customer
1853,233,84,4,4025.1600000000003,2,2,3,3,2233,New Customer High Value
1854,329,1,3,3384.5600000000004,3,4,2,3,3423,Occasional Spender
1855,155,23,2,2351.41,1,4,1,2,1412,New Customer Low Value
1856,184,184,1,175.89,1,1,1,1,1111,New Customer Low Value
1857,118,88,3,5042.049999999999,1,2,2,4,1224,New Customer High Potential
1858,265,22,6,9593.77,2,4,4,4,2444,New Customer High Value
1859,224,77,3,3175.23,2,3,2,3,2323,New Customer High Spender
186,308,24,3,3415.74,3,4,2,3,3423,Occasional Spender
1860,236,12,3,4335.1900000000005,2,4,2,3,2423,New Customer High Spender
1861,30,30,1,1024.66,1,4,1,1,1411,New Customer Low Value
1862,265,75,5,4262.63,2,3,4,3,2343,New Customer High Value
1863,360,280,3,4980.46,4,1,2,4,4124,Reactivated Spender
1864,351,109,2,1033.04,4,2,1,1,4211,Inactive Customer
1866,313,39,5,6507.76,3,3,4,4,3344,Top Tier Loyalist
1867,23,23,1,958.74,1,4,1,1,1411,New Customer Low Value
1868,272,27,4,6974.53,2,4,3,4,2434,New Customer High Value
1869,359,123,3,1447.84,4,2,2,1,4221,Inactive Customer
187,347,49,4,4086.24,4,3,3,3,4333,Top Tier Loyalist
1870,137,39,2,2722.52,1,3,1,2,1312,New Customer Low Value
1871,217,95,3,3584.65,2,2,2,3,2223,New Customer High Potential
1872,238,154,3,2534.12,2,2,2,2,2222,New Customer Low Value
1873,122,9,2,2115.02,1,4,1,2,1412,New Customer Low Value
1874,100,100,1,478.16,1,2,1,1,1211,New Customer Low Value
1875,255,111,2,3332.42,2,2,1,3,2213,New Customer High Potential
1876,326,145,3,6160.299999999999,3,2,2,4,3224,Reactivated Spender
1877,347,181,4,3389.43,4,1,3,3,4133,At Risk Customer
1878,142,140,2,1400.23,1,2,1,1,1211,New Customer Low Value
1879,355,48,4,2132.56,4,3,3,2,4332,Price Conscious Buyers
188,115,16,3,2925.92,1,4,2,2,1422,New Customer Low Value
1880,325,325,1,1163.89,3,1,1,1,3111,Inactive Customer
1881,363,36,5,5567.58,4,4,4,4,4444,Top Tier Loyalist
1882,310,194,3,3220.96,3,1,2,3,3123,Reactivated Spender
1883,333,213,2,2833.3199999999997,4,1,1,2,4112,Inactive Customer
1884,323,25,4,3431.8900000000003,3,4,3,3,3433,Top Tier Loyalist
1885,233,161,2,1223.45,2,1,1,1,2111,New Customer Low Value
1886,236,7,4,4591.32,2,4,3,4,2434,New Customer High Value
1887,317,119,4,5551.6900000000005,3,2,3,4,3234,At Risk Customer
1888,200,178,2,3038.7799999999997,1,1,1,3,1113,New Customer High Potential
1889,360,136,4,4573.79,4,2,3,4,4234,At Risk Customer
189,12,12,1,1812.75,1,4,1,2,1412,New Customer Low Value
1890,349,83,4,5293.64,4,2,3,4,4234,At Risk Customer
1891,287,82,5,6955.030000000001,3,2,4,4,3244,At Risk Customer
1892,361,108,3,2245.03,4,2,2,2,4222,Inactive Customer
1893,200,3,3,3144.91,1,4,2,3,1423,New Customer High Spender
1894,164,74,2,1706.79,1,3,1,1,1311,New Customer Low Value
1895,306,79,3,1114.7399999999998,3,3,2,1,3321,Occasional Spender
1896,339,160,2,1953.53,4,1,1,2,4112,Inactive Customer
1897,320,63,6,4703.77,3,3,4,4,3344,Top Tier Loyalist
1898,108,56,2,1470.2599999999998,1,3,1,1,1311,New Customer Low Value
190,208,208,1,1216.14,2,1,1,1,2111,New Customer Low Value
1900,119,83,2,1349.17,1,2,1,1,1211,New Customer Low Value
1901,303,165,4,6311.97,3,1,3,4,3134,At Risk Customer
1902,357,53,3,4449.2,4,3,2,4,4324,Occasional Spender
1903,17,17,1,1775.81,1,4,1,1,1411,New Customer Low Value
1904,132,68,3,1954.46,1,3,2,2,1322,New Customer Low Value
1905,334,185,4,3654.66,4,1,3,3,4133,At Risk Customer
1906,221,2,3,2171.06,2,4,2,2,2422,New Customer Low Value
1907,334,140,3,3377.59,4,2,2,3,4223,Reactivated Spender
1908,309,185,2,2870.1800000000003,3,1,1,2,3112,Inactive Customer
1909,306,60,4,4122.68,3,3,3,3,3333,Top Tier Loyalist
1910,116,116,1,71.16,1,2,1,1,1211,New Customer Low Value
1912,294,50,4,3747.07,3,3,3,3,3333,Top Tier Loyalist
1913,344,43,7,4115.25,4,3,4,3,4343,Top Tier Loyalist
1914,317,13,4,2822.5099999999998,3,4,3,2,3432,Price Conscious Buyers
1915,217,62,2,3255.3599999999997,2,3,1,3,2313,New Customer High Spender
1916,333,166,4,4496.51,4,1,3,4,4134,At Risk Customer
1918,188,79,3,5027.8,1,3,2,4,1324,New Customer High Spender
1919,333,45,2,2636.73,4,3,1,2,4312,Occasional Spender
1920,70,70,1,360.4,1,3,1,1,1311,New Customer Low Value
1922,353,94,2,2819.01,4,2,1,2,4212,Inactive Customer
1923,246,16,2,1164.23,2,4,1,1,2411,New Customer Low Value
1924,297,297,1,792.9,3,1,1,1,3111,Inactive Customer
1925,231,13,4,3745.9,2,4,3,3,2433,New Customer High Value
1926,243,6,2,3981.8599999999997,2,4,1,3,2413,New Customer High Spender
1927,263,91,2,2486.24,2,2,1,2,2212,New Customer Low Value
1929,114,46,2,302.97,1,3,1,1,1311,New Customer Low Value
193,342,25,5,7368.36,4,4,4,4,4444,Top Tier Loyalist
1930,315,144,4,4872.05,3,2,3,4,3234,At Risk Customer
1931,364,231,2,1855.49,4,1,1,2,4112,Inactive Customer
1932,283,90,5,6439.46,3,2,4,4,3244,At Risk Customer
1933,215,42,6,7545.49,2,3,4,4,2344,New Customer High Value
1934,253,155,3,2657.8999999999996,2,2,2,2,2222,New Customer Low Value
1935,364,58,5,6156.05,4,3,4,4,4344,Top Tier Loyalist
1936,362,306,3,3171.46,4,1,2,3,4123,Reactivated Spender
1937,182,35,2,2075.62,1,4,1,2,1412,New Customer Low Value
1938,310,292,2,3068.6499999999996,3,1,1,3,3113,Reactivated Spender
1939,77,77,1,575.27,1,3,1,1,1311,New Customer Low Value
194,109,109,1,1274.93,1,2,1,1,1211,New Customer Low Value
1940,142,133,2,3265.62,1,2,1,3,1213,New Customer High Potential
1941,261,6,2,1288.62,2,4,1,1,2411,New Customer Low Value
1942,261,17,4,2857.5,2,4,3,2,2432,2432
1943,328,328,1,360.4,3,1,1,1,3111,Inactive Customer
1944,354,6,3,2136.32,4,4,2,2,4422,Occasional Spender
1945,116,116,1,533.51,1,2,1,1,1211,New Customer Low Value
1946,357,118,6,3586.79,4,2,4,3,4243,At Risk Customer
1947,345,126,4,2755.51,4,2,3,2,4232,At Risk Customer
1948,307,169,3,2699.25,3,1,2,2,3122,Inactive Customer
1949,252,244,2,1701.28,2,1,1,1,2111,New Customer Low Value
195,277,22,3,5133.82,2,4,2,4,2424,New Customer High Spender
1950,181,7,3,4945.71,1,4,2,4,1424,New Customer High Spender
1951,334,297,3,1665.25,4,1,2,1,4121,Inactive Customer
1952,343,176,3,837.31,4,1,2,1,4121,Inactive Customer
1953,247,135,4,3492.32,2,2,3,3,2233,New Customer High Value
1954,338,101,4,4322.5599999999995,4,2,3,3,4233,At Risk Customer
1955,348,348,1,1703.52,4,1,1,1,4111,Inactive Customer
1956,190,68,2,1108.15,1,3,1,1,1311,New Customer Low Value
1957,285,20,6,7380.39,3,4,4,4,3444,Top Tier Loyalist
1958,133,70,2,586.65,1,3,1,1,1311,New Customer Low Value
1959,235,142,3,1963.23,2,2,2,2,2222,New Customer Low Value
196,223,147,2,1020.78,2,2,1,1,2211,New Customer Low Value
1960,340,70,2,2948.77,4,3,1,3,4313,Occasional Spender
1961,330,200,2,2963.46,3,1,1,3,3113,Reactivated Spender
1962,94,94,1,795.34,1,2,1,1,1211,New Customer Low Value
1963,10,10,1,1890.39,1,4,1,2,1412,New Customer Low Value
1965,297,297,1,795.34,3,1,1,1,3111,Inactive Customer
1966,357,162,4,3226.9300000000003,4,1,3,3,4133,At Risk Customer
1967,346,88,3,3845.29,4,2,2,3,4223,Reactivated Spender
1968,363,160,5,4664.66,4,1,4,4,4144,At Risk Customer
1969,238,18,5,5567.4,2,4,4,4,2444,New Customer High Value
197,345,28,6,4895.09,4,4,4,4,4444,Top Tier Loyalist
1970,290,1,4,3504.49,3,4,3,3,3433,Top Tier Loyalist
1971,260,63,3,4183.599999999999,2,3,2,3,2323,New Customer High Spender
1972,287,1,3,3239.56,3,4,2,3,3423,Occasional Spender
1973,337,48,3,3639.26,4,3,2,3,4323,Occasional Spender
1974,259,74,3,2571.4700000000003,2,3,2,2,2322,New Customer Low Value
1975,281,281,1,71.16,2,1,1,1,2111,New Customer Low Value
1976,338,136,4,4263.22,4,2,3,3,4233,At Risk Customer
1977,162,114,2,3006.99,1,2,1,3,1213,New Customer High Potential
1978,153,153,1,71.16,1,2,1,1,1211,New Customer Low Value
1979,217,214,2,3409.16,2,1,1,3,2113,New Customer High Potential
198,309,95,4,3462.55,3,2,3,3,3233,At Risk Customer
1980,208,74,3,3074.26,2,3,2,3,2323,New Customer High Spender
1981,263,263,1,1280.28,2,1,1,1,2111,New Customer Low Value
1982,356,51,4,6322.11,4,3,3,4,4334,Top Tier Loyalist
1983,90,90,1,1765.3,1,2,1,1,1211,New Customer Low Value
1984,247,106,3,4556.5,2,2,2,4,2224,New Customer High Potential
1985,274,122,4,4669.08,2,2,3,4,2234,New Customer High Value
1986,350,45,4,3322.34,4,3,3,3,4333,Top Tier Loyalist
1987,43,43,1,586.45,1,3,1,1,1311,New Customer Low Value
1988,263,135,5,6485.0,2,2,4,4,2244,New Customer High Value
1989,175,175,1,227.88,1,1,1,1,1111,New Customer Low Value
199,328,16,4,4323.860000000001,3,4,3,3,3433,Top Tier Loyalist
1990,251,11,5,4435.26,2,4,4,3,2443,New Customer High Value
1991,350,43,4,5312.47,4,3,3,4,4334,Top Tier Loyalist
1992,342,158,6,9189.39,4,1,4,4,4144,At Risk Customer
1993,357,166,5,5113.889999999999,4,1,4,4,4144,At Risk Customer
1994,203,3,2,2377.84,1,4,1,2,1412,New Customer Low Value
1995,242,126,4,2932.2799999999997,2,2,3,2,2232,New Customer Budget Spender
1996,232,14,2,1209.88,2,4,1,1,2411,New Customer Low Value
1997,357,357,1,202.62,4,1,1,1,4111,Inactive Customer
1998,310,157,2,3121.5299999999997,3,1,1,3,3113,Reactivated Spender
1999,228,18,3,3707.96,2,4,2,3,2423,New Customer High Spender
2,241,241,1,1403.5,2,1,1,1,2111,New Customer Low Value
20,60,32,2,2764.4300000000003,1,4,1,2,1412,New Customer Low Value
200,319,46,2,2645.6800000000003,3,3,1,2,3312,Occasional Spender
2000,137,137,1,688.63,1,2,1,1,1211,New Customer Low Value
2001,355,120,6,7718.97,4,2,4,4,4244,At Risk Customer
2002,194,194,1,1992.93,1,1,1,2,1112,New Customer Low Value
2003,306,306,1,1720.7,3,1,1,1,3111,Inactive Customer
2004,240,171,3,3984.67,2,1,2,3,2123,New Customer High Potential
2005,348,171,3,3719.37,4,1,2,3,4123,Reactivated Spender
2006,334,148,3,3888.55,4,2,2,3,4223,Reactivated Spender
2007,151,145,2,3088.8500000000004,1,2,1,3,1213,New Customer High Potential
2008,220,220,1,1538.99,2,1,1,1,2111,New Customer Low Value
2009,267,52,2,2084.05,2,3,1,2,2312,New Customer Low Value
201,361,29,5,7207.55,4,4,4,4,4444,Top Tier Loyalist
2010,293,88,4,4063.16,3,2,3,3,3233,At Risk Customer
2011,364,316,2,1315.2800000000002,4,1,1,1,4111,Inactive Customer
2012,350,327,2,2286.56,4,1,1,2,4112,Inactive Customer
2013,48,16,2,2535.9700000000003,1,4,1,2,1412,New Customer Low Value
2014,253,55,3,2264.29,2,3,2,2,2322,New Customer Low Value
2015,257,51,5,4744.14,2,3,4,4,2344,New Customer High Value
2016,200,69,2,1965.3500000000001,1,3,1,2,1312,New Customer Low Value
2017,319,228,3,2063.2200000000003,3,1,2,2,3122,Inactive Customer
2018,247,36,4,4072.52,2,4,3,3,2433,New Customer High Value
2019,266,94,5,6179.7,2,2,4,4,2244,New Customer High Value
2020,296,44,2,2327.59,3,3,1,2,3312,Occasional Spender
2021,126,126,1,60.34,1,2,1,1,1211,New Customer Low Value
2022,276,14,5,5843.24,2,4,4,4,2444,New Customer High Value
2023,199,98,4,5129.41,1,2,3,4,1234,New Customer High Value
2024,89,30,3,3732.04,1,4,2,3,1423,New Customer High Spender
2025,321,321,1,1538.99,3,1,1,1,3111,Inactive Customer
2026,227,147,2,2696.34,2,2,1,2,2212,New Customer Low Value
2027,326,15,6,5993.41,3,4,4,4,3444,Top Tier Loyalist
2028,316,135,3,2869.59,3,2,2,2,3222,Inactive Customer
2029,308,2,3,3456.8900000000003,3,4,2,3,3423,Occasional Spender
203,360,12,4,3733.56,4,4,3,3,4433,Top Tier Loyalist
2030,307,240,3,5257.1,3,1,2,4,3124,Reactivated Spender
2031,314,65,2,1790.95,3,3,1,1,3311,Occasional Spender
2033,360,47,2,2911.83,4,3,1,2,4312,Occasional Spender
2034,340,90,6,6954.37,4,2,4,4,4244,At Risk Customer
2035,334,334,1,358.39,4,1,1,1,4111,Inactive Customer
2036,276,113,4,3798.63,2,2,3,3,2233,New Customer High Value
2037,313,260,2,1902.4,3,1,1,2,3112,Inactive Customer
2038,271,28,2,2360.28,2,4,1,2,2412,New Customer Low Value
2039,310,310,1,1469.44,3,1,1,1,3111,Inactive Customer
204,315,28,5,6632.81,3,4,4,4,3444,Top Tier Loyalist
2040,224,224,1,1812.75,2,1,1,2,2112,New Customer Low Value
2041,337,262,2,2646.83,4,1,1,2,4112,Inactive Customer
2042,12,12,1,1198.46,1,4,1,1,1411,New Customer Low Value
2044,250,6,3,5250.96,2,4,2,4,2424,New Customer High Spender
2045,199,75,2,2722.52,1,3,1,2,1312,New Customer Low Value
2046,363,34,6,7371.16,4,4,4,4,4444,Top Tier Loyalist
2047,280,280,1,1289.85,2,1,1,1,2111,New Customer Low Value
2048,351,71,3,3299.05,4,3,2,3,4323,Occasional Spender
2049,345,145,3,2461.46,4,2,2,2,4222,Inactive Customer
205,293,53,5,3146.84,3,3,4,3,3343,Top Tier Loyalist
2050,61,61,1,980.37,1,3,1,1,1311,New Customer Low Value
2051,353,73,5,7146.02,4,3,4,4,4344,Top Tier Loyalist
2052,360,194,8,6259.18,4,1,4,4,4144,At Risk Customer
2053,230,16,2,1877.3000000000002,2,4,1,2,2412,New Customer Low Value
2054,159,2,2,2386.92,1,4,1,2,1412,New Customer Low Value
2055,313,1,5,6497.74,3,4,4,4,3444,Top Tier Loyalist
2056,246,246,1,792.9,2,1,1,1,2111,New Customer Low Value
2057,361,17,6,6889.26,4,4,4,4,4444,Top Tier Loyalist
2058,332,121,3,3580.85,4,2,2,3,4223,Reactivated Spender
2059,274,171,3,2285.16,2,1,2,2,2122,New Customer Low Value
206,230,78,4,5633.8099999999995,2,3,3,4,2334,New Customer High Value
2060,319,104,5,5354.91,3,2,4,4,3244,At Risk Customer
2061,344,133,4,6479.18,4,2,3,4,4234,At Risk Customer
2062,261,261,1,1812.75,2,1,1,2,2112,New Customer Low Value
2063,272,10,3,2088.12,2,4,2,2,2422,New Customer Low Value
2064,254,239,2,2236.56,2,1,1,2,2112,New Customer Low Value
2065,216,216,1,1240.31,2,1,1,1,2111,New Customer Low Value
2066,135,91,3,4268.88,1,2,2,3,1223,New Customer High Potential
2067,241,31,7,9047.41,2,4,4,4,2444,New Customer High Value
2068,364,162,3,3911.2200000000003,4,1,2,3,4123,Reactivated Spender
207,291,291,1,795.34,3,1,1,1,3111,Inactive Customer
2070,318,5,5,5948.83,3,4,4,4,3444,Top Tier Loyalist
2071,352,21,2,2492.12,4,4,1,2,4412,Occasional Spender
2072,349,22,8,7964.32,4,4,4,4,4444,Top Tier Loyalist
2073,308,57,3,4321.25,3,3,2,3,3323,Occasional Spender
2075,165,41,2,2565.84,1,3,1,2,1312,New Customer Low Value
2076,20,20,1,1977.36,1,4,1,2,1412,New Customer Low Value
2077,266,263,2,2550.73,2,1,1,2,2112,New Customer Low Value
2078,340,66,3,3175.0,4,3,2,3,4323,Occasional Spender
2079,4,4,1,1458.17,1,4,1,1,1411,New Customer Low Value
208,354,28,4,3619.99,4,4,3,3,4433,Top Tier Loyalist
2080,350,298,3,4090.08,4,1,2,3,4123,Reactivated Spender
2081,300,12,3,3342.73,3,4,2,3,3423,Occasional Spender
2082,150,74,3,1778.8799999999999,1,3,2,1,1321,New Customer Low Value
2083,249,174,2,2331.88,2,1,1,2,2112,New Customer Low Value
2084,344,120,2,1415.51,4,2,1,1,4211,Inactive Customer
2085,28,28,1,1148.64,1,4,1,1,1411,New Customer Low Value
2086,281,99,2,3268.17,2,2,1,3,2213,New Customer High Potential
2087,113,56,2,2790.34,1,3,1,2,1312,New Customer Low Value
2088,219,10,4,6104.32,2,4,3,4,2434,New Customer High Value
2089,306,148,2,477.32000000000005,3,2,1,1,3211,Inactive Customer
209,273,108,4,4323.84,2,2,3,3,2233,New Customer High Value
2090,164,164,1,792.9,1,1,1,1,1111,New Customer Low Value
2092,278,278,1,1231.15,2,1,1,1,2111,New Customer Low Value
2093,350,253,3,3491.54,4,1,2,3,4123,Reactivated Spender
2094,135,54,2,1669.83,1,3,1,1,1311,New Customer Low Value
2095,314,106,4,2492.24,3,2,3,2,3232,At Risk Customer
2096,329,234,2,3898.92,3,1,1,3,3113,Reactivated Spender
2097,223,223,1,1466.68,2,1,1,1,2111,New Customer Low Value
2098,276,9,4,3697.21,2,4,3,3,2433,New Customer High Value
2099,233,82,2,3067.2200000000003,2,2,1,3,2213,New Customer High Potential
21,322,136,2,3332.42,3,2,1,3,3213,Reactivated Spender
210,232,186,2,3048.76,2,1,1,3,2113,New Customer High Potential
2100,198,198,1,912.52,1,1,1,1,1111,New Customer Low Value
2101,237,21,6,8883.92,2,4,4,4,2444,New Customer High Value
2102,318,18,4,2605.7,3,4,3,2,3432,Price Conscious Buyers
2103,331,42,7,8165.22,3,3,4,4,3344,Top Tier Loyalist
2105,303,165,3,4462.99,3,1,2,4,3124,Reactivated Spender
2106,339,4,3,5566.139999999999,4,4,2,4,4424,Occasional Spender
2107,143,143,1,742.54,1,2,1,1,1211,New Customer Low Value
2108,310,13,2,2839.64,3,4,1,2,3412,Occasional Spender
2109,334,3,4,2970.65,4,4,3,3,4433,Top Tier Loyalist
211,214,90,2,2850.87,2,2,1,2,2212,New Customer Low Value
2110,358,27,4,4845.16,4,4,3,4,4434,Top Tier Loyalist
2111,324,7,6,7575.870000000001,3,4,4,4,3444,Top Tier Loyalist
2112,53,53,1,1362.99,1,3,1,1,1311,New Customer Low Value
2113,34,34,1,1945.43,1,4,1,2,1412,New Customer Low Value
2114,273,15,3,3226.72,2,4,2,3,2423,New Customer High Spender
2115,139,139,1,1762.96,1,2,1,1,1211,New Customer Low Value
2116,106,106,1,1873.97,1,2,1,2,1212,New Customer Low Value
2117,345,25,3,2269.32,4,4,2,2,4422,Occasional Spender
2118,323,146,4,4368.84,3,2,3,3,3233,At Risk Customer
2119,355,68,3,4197.32,4,3,2,3,4323,Occasional Spender
212,320,320,1,1636.9,3,1,1,1,3111,Inactive Customer
2120,342,3,4,6272.02,4,4,3,4,4434,Top Tier Loyalist
2121,356,161,6,6010.8,4,1,4,4,4144,At Risk Customer
2122,361,361,1,1615.62,4,1,1,1,4111,Inactive Customer
2123,347,250,2,2045.63,4,1,1,2,4112,Inactive Customer
2124,295,58,3,4310.62,3,3,2,3,3323,Occasional Spender
2125,337,14,2,845.6899999999999,4,4,1,1,4411,Occasional Spender
2126,26,26,1,1311.44,1,4,1,1,1411,New Customer Low Value
2127,313,313,1,590.26,3,1,1,1,3111,Inactive Customer
2128,344,344,1,2083.94,4,1,1,2,4112,Inactive Customer
2129,150,150,1,1228.07,1,2,1,1,1211,New Customer Low Value
213,354,69,6,8521.2,4,3,4,4,4344,Top Tier Loyalist
2130,171,2,4,4577.27,1,4,3,4,1434,New Customer High Value
2131,346,127,3,3591.24,4,2,2,3,4223,Reactivated Spender
2132,275,19,7,11539.11,2,4,4,4,2444,New Customer High Value
2133,121,121,1,1148.64,1,2,1,1,1211,New Customer Low Value
2134,82,82,1,1842.92,1,2,1,2,1212,New Customer Low Value
2135,339,138,2,3174.01,4,2,1,3,4213,Reactivated Spender
2136,228,228,1,1280.28,2,1,1,1,2111,New Customer Low Value
2138,325,44,4,5671.97,3,3,3,4,3334,Top Tier Loyalist
2139,280,61,5,7480.94,2,3,4,4,2344,New Customer High Value
214,363,57,4,4001.1400000000003,4,3,3,3,4333,Top Tier Loyalist
2140,333,99,5,4536.23,4,2,4,4,4244,At Risk Customer
2141,228,228,1,1765.3,2,1,1,1,2111,New Customer Low Value
2142,356,82,5,7597.2300000000005,4,2,4,4,4244,At Risk Customer
2143,338,338,1,1403.5,4,1,1,1,4111,Inactive Customer
2144,316,68,4,4188.77,3,3,3,3,3333,Top Tier Loyalist
2146,361,51,2,2173.1099999999997,4,3,1,2,4312,Occasional Spender
2147,327,126,2,2362.92,3,2,1,2,3212,Inactive Customer
2148,189,138,2,1316.49,1,2,1,1,1211,New Customer Low Value
2149,245,245,1,358.39,2,1,1,1,2111,New Customer Low Value
215,184,4,3,4015.25,1,4,2,3,1423,New Customer High Spender
2150,362,362,1,958.74,4,1,1,1,4111,Inactive Customer
2151,334,237,3,4087.05,4,1,2,3,4123,Reactivated Spender
2152,266,2,2,2925.8,2,4,1,2,2412,New Customer Low Value
2153,296,140,3,2128.52,3,2,2,2,3222,Inactive Customer
2154,147,144,2,3412.11,1,2,1,3,1213,New Customer High Potential
2155,359,37,7,5334.549999999999,4,4,4,4,4444,Top Tier Loyalist
2156,218,198,3,3699.8,2,1,2,3,2123,New Customer High Potential
2157,194,162,2,2131.52,1,1,1,2,1112,New Customer Low Value
2158,328,96,4,4754.96,3,2,3,4,3234,At Risk Customer
2159,101,101,1,12.01,1,2,1,1,1211,New Customer Low Value
216,323,17,3,4257.56,3,4,2,3,3423,Occasional Spender
2160,364,194,2,2379.3,4,1,1,2,4112,Inactive Customer
2161,188,53,2,2719.4300000000003,1,3,1,2,1312,New Customer Low Value
2162,257,54,2,2605.65,2,3,1,2,2312,New Customer Low Value
2163,71,71,1,1793.43,1,3,1,2,1312,New Customer Low Value
2164,345,69,5,6203.85,4,3,4,4,4344,Top Tier Loyalist
2165,245,196,3,2487.4,2,1,2,2,2122,New Customer Low Value
2166,322,77,3,2804.19,3,3,2,2,3322,Occasional Spender
2167,209,145,4,3341.8500000000004,2,2,3,3,2233,New Customer High Value
2168,322,322,1,1280.28,3,1,1,1,3111,Inactive Customer
2169,175,157,2,2890.4700000000003,1,1,1,2,1112,New Customer Low Value
217,197,5,5,7125.63,1,4,4,4,1444,New Customer High Value
2170,332,33,4,6068.68,4,4,3,4,4434,Top Tier Loyalist
2171,219,219,1,1403.5,2,1,1,1,2111,New Customer Low Value
2172,326,322,2,3116.13,3,1,1,3,3113,Reactivated Spender
2175,301,297,2,2655.83,3,1,1,2,3112,Inactive Customer
2176,186,29,3,2662.8199999999997,1,4,2,2,1422,New Customer Low Value
2177,330,133,2,2129.38,3,2,1,2,3212,Inactive Customer
2178,197,88,2,805.1899999999999,1,2,1,1,1211,New Customer Low Value
2179,359,224,3,3380.7799999999997,4,1,2,3,4123,Reactivated Spender
218,355,15,5,4232.68,4,4,4,3,4443,Top Tier Loyalist
2180,354,291,2,1864.7800000000002,4,1,1,2,4112,Inactive Customer
2181,335,52,6,4272.66,4,3,4,3,4343,Top Tier Loyalist
2182,274,18,4,5737.0,2,4,3,4,2434,New Customer High Value
