customer_id,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,LRFM_score_combined,LRFM_segment_combined
1756,152,63,2,1273.85,1,3,1,1,1311,New Customer Low Value
1757,230,230,1,1228.07,2,1,1,1,2111,New Customer Low Value
1758,356,3,4,3345.02,4,4,3,3,4433,Top Tier Loyalist
1759,197,19,3,2527.84,1,4,2,2,1422,New Customer Low Value
176,314,23,3,4303.78,3,4,2,3,3423,Occasional Spender
1760,246,13,3,4150.46,2,4,2,3,2423,New Customer High Spender
1761,119,19,2,2237.88,1,4,1,2,1412,New Customer Low Value
1762,364,67,8,9088.42,4,3,4,4,4344,Top Tier Loyalist
1763,36,10,2,2217.3,1,4,1,2,1412,New Customer Low Value
1764,276,103,2,2861.67,2,2,1,2,2212,New Customer Low Value
1765,326,122,5,5999.21,3,2,4,4,3244,At Risk Customer
1766,358,208,2,2152.17,4,1,1,2,4112,Inactive Customer
1769,159,37,3,2900.84,1,3,2,2,1322,New Customer Low Value
177,327,38,6,7250.46,3,3,4,4,3344,Top Tier Loyalist
1770,350,14,4,5154.71,4,4,3,4,4434,Top Tier Loyalist
1772,169,169,1,742.54,1,1,1,1,1111,New Customer Low Value
1773,338,9,5,5762.120000000001,4,4,4,4,4444,Top Tier Loyalist
1774,284,131,2,2974.27,2,2,1,2,2212,New Customer Low Value
1775,197,152,2,683.39,1,2,1,1,1211,New Customer Low Value
1776,360,35,5,5222.14,4,4,4,4,4444,Top Tier Loyalist
1777,362,71,4,4049.51,4,3,3,3,4333,Top Tier Loyalist
1778,313,313,1,1403.5,3,1,1,1,3111,Inactive Customer
1779,362,162,4,5439.99,4,2,3,4,4234,At Risk Customer
178,65,33,2,1275.53,1,4,1,1,1411,New Customer Low Value
1780,200,154,2,3470.7799999999997,1,2,1,3,1213,New Customer High Potential
1781,166,166,1,441.49,1,1,1,1,1111,New Customer Low Value
1782,311,224,2,2840.92,3,1,1,2,3112,Inactive Customer
1783,338,54,5,3596.56,4,3,4,3,4343,Top Tier Loyalist
1784,281,210,2,1502.81,2,1,1,1,2111,New Customer Low Value
1785,296,35,3,2624.5,3,4,2,2,3422,Occasional Spender
1786,178,175,2,1570.1,1,1,1,1,1111,New Customer Low Value
1787,293,1,4,4283.07,3,4,3,3,3433,Top Tier Loyalist
1788,333,42,6,7878.48,4,3,4,4,4344,Top Tier Loyalist
1789,61,61,1,1148.64,1,3,1,1,1311,New Customer Low Value
1790,329,101,2,1203.1399999999999,4,2,1,1,4211,Inactive Customer
1791,358,118,4,4490.16,4,2,3,3,4233,At Risk Customer
1792,259,7,4,4739.84,2,4,3,4,2434,New Customer High Value
1793,201,143,3,3856.74,1,2,2,3,1223,New Customer High Potential
1794,340,2,2,1273.1299999999999,4,4,1,1,4411,Occasional Spender
1795,201,4,4,4315.8099999999995,1,4,3,3,1433,New Customer High Value
1796,361,361,1,235.63,4,1,1,1,4111,Inactive Customer
1797,340,55,6,6566.61,4,3,4,4,4344,Top Tier Loyalist
1798,263,65,4,5321.6,2,3,3,4,2334,New Customer High Value
1799,295,53,3,3347.82,3,3,2,3,3323,Occasional Spender
18,234,135,3,4572.15,2,2,2,4,2224,New Customer High Potential
180,335,159,3,2065.1400000000003,4,2,2,2,4222,Inactive Customer
1800,172,172,1,1945.43,1,1,1,2,1112,New Customer Low Value
1801,311,184,3,4942.41,3,1,2,4,3124,Reactivated Spender
1802,349,25,7,8541.75,4,4,4,4,4444,Top Tier Loyalist
1803,232,116,4,4869.39,2,2,3,4,2234,New Customer High Value
1804,148,148,1,1469.44,1,2,1,1,1211,New Customer Low Value
1805,199,199,1,688.63,1,1,1,1,1111,New Customer Low Value
1806,350,115,6,5905.700000000001,4,2,4,4,4244,At Risk Customer
1807,345,61,2,1463.84,4,3,1,1,4311,Occasional Spender
1808,355,142,4,5943.22,4,2,3,4,4234,At Risk Customer
1809,159,41,3,5583.71,1,3,2,4,1324,New Customer High Spender
181,220,51,4,3903.88,2,3,3,3,2333,New Customer High Value
1811,313,40,4,4341.74,3,3,3,3,3333,Top Tier Loyalist
1812,299,23,5,6343.9400000000005,3,4,4,4,3444,Top Tier Loyalist
1813,356,19,5,5716.92,4,4,4,4,4444,Top Tier Loyalist
1814,187,52,3,3146.5299999999997,1,3,2,3,1323,New Customer High Spender
1816,81,81,1,1231.15,1,3,1,1,1311,New Customer Low Value
1817,194,40,5,5398.02,1,3,4,4,1344,New Customer High Value
1818,243,184,4,5471.860000000001,2,1,3,4,2134,New Customer High Value
1819,350,253,2,2884.59,4,1,1,2,4112,Inactive Customer
182,328,14,4,4899.05,3,4,3,4,3434,Top Tier Loyalist
1820,322,54,4,4535.48,3,3,3,4,3334,Top Tier Loyalist
1821,330,25,7,8161.74,4,4,4,4,4444,Top Tier Loyalist
1822,361,120,2,1275.69,4,2,1,1,4211,Inactive Customer
1823,361,162,3,4054.2,4,2,2,3,4223,Reactivated Spender
1824,360,26,4,2268.15,4,4,3,2,4432,Price Conscious Buyers
1825,271,64,3,4243.639999999999,2,3,2,3,2323,New Customer High Spender
1826,250,41,4,3702.86,2,3,3,3,2333,New Customer High Value
1827,192,97,3,4040.0299999999997,1,2,2,3,1223,New Customer High Potential
1828,363,151,2,2134.83,4,2,1,2,4212,Inactive Customer
1829,99,32,2,1640.3,1,4,1,1,1411,New Customer Low Value
183,307,213,4,5204.93,3,1,3,4,3134,At Risk Customer
1830,271,14,8,8772.89,2,4,4,4,2444,New Customer High Value
1831,319,166,6,3919.4,3,1,4,3,3143,At Risk Customer
1832,326,85,4,3221.54,3,2,3,3,3233,At Risk Customer
1833,235,139,2,590.89,2,2,1,1,2211,New Customer Low Value
1834,348,270,2,2537.91,4,1,1,2,4112,Inactive Customer
1835,237,26,3,1595.03,2,4,2,1,2421,New Customer Low Value
1836,173,173,1,958.74,1,1,1,1,1111,New Customer Low Value
1837,150,51,3,5094.74,1,3,2,4,1324,New Customer High Spender
1838,252,50,4,5175.68,2,3,3,4,2334,New Customer High Value
1839,321,90,5,4051.88,3,2,4,3,3243,At Risk Customer
184,246,33,3,3734.88,2,4,2,3,2423,New Customer High Spender
1840,173,99,4,2132.05,1,2,3,2,1232,New Customer Budget Spender
1841,266,133,2,1744.2399999999998,2,2,1,1,2211,New Customer Low Value
1842,289,212,3,3822.57,3,1,2,3,3123,Reactivated Spender
1843,113,113,1,1061.56,1,2,1,1,1211,New Customer Low Value
1844,346,42,5,6139.9,4,3,4,4,4344,Top Tier Loyalist
1845,345,216,5,8020.0,4,1,4,4,4144,At Risk Customer
1846,334,334,1,441.49,4,1,1,1,4111,Inactive Customer
1847,169,169,1,1894.19,1,1,1,2,1112,New Customer Low Value
1848,361,203,4,4926.0,4,1,3,4,4134,At Risk Customer
1849,248,231,2,1969.3200000000002,2,1,1,2,2112,New Customer Low Value
185,215,28,2,2856.2799999999997,2,4,1,2,2412,New Customer Low Value
1850,192,180,3,3264.3,1,1,2,3,1123,New Customer High Potential
1851,286,286,1,795.34,3,1,1,1,3111,Inactive Customer
1852,258,98,2,3312.36,2,2,1,3,2213,New Customer High Potential
1853,315,27,5,4932.639999999999,3,4,4,4,3444,Top Tier Loyalist
1855,281,178,2,1296.69,2,1,1,1,2111,New Customer Low Value
1856,128,128,1,958.74,1,2,1,1,1211,New Customer Low Value
1857,157,157,1,1129.13,1,2,1,1,1211,New Customer Low Value
1858,111,72,2,2818.51,1,3,1,2,1312,New Customer Low Value
1859,251,79,2,3424.2200000000003,2,3,1,3,2313,New Customer High Spender
186,166,119,3,2135.11,1,2,2,2,1222,New Customer Low Value
1860,333,59,2,1534.01,4,3,1,1,4311,Occasional Spender
1861,337,102,4,4990.9,4,2,3,4,4234,At Risk Customer
1862,284,92,2,2704.2200000000003,2,2,1,2,2212,New Customer Low Value
1863,336,247,2,2379.44,4,1,1,2,4112,Inactive Customer
1864,247,25,8,6415.4400000000005,2,4,4,4,2444,New Customer High Value
1865,100,100,1,1071.23,1,2,1,1,1211,New Customer Low Value
1866,298,87,4,5943.0,3,2,3,4,3234,At Risk Customer
1867,321,3,7,10097.12,3,4,4,4,3444,Top Tier Loyalist
1868,322,109,2,3130.7,3,2,1,3,3213,Reactivated Spender
1869,42,42,1,1812.75,1,3,1,2,1312,New Customer Low Value
187,174,15,3,2812.5499999999997,1,4,2,2,1422,New Customer Low Value
1870,316,86,5,5033.24,3,2,4,4,3244,At Risk Customer
1871,127,127,1,202.62,1,2,1,1,1211,New Customer Low Value
1872,319,140,2,3185.41,3,2,1,3,3213,Reactivated Spender
1873,283,256,2,3815.66,2,1,1,3,2113,New Customer High Potential
1874,190,100,4,3480.31,1,2,3,3,1233,New Customer High Value
1875,319,99,4,3216.6299999999997,3,2,3,3,3233,At Risk Customer
1876,189,139,2,3954.72,1,2,1,3,1213,New Customer High Potential
1877,308,81,2,802.88,3,3,1,1,3311,Occasional Spender
1878,336,33,4,4831.36,4,4,3,4,4434,Top Tier Loyalist
1879,361,66,3,3200.33,4,3,2,3,4323,Occasional Spender
188,160,40,3,2200.15,1,3,2,2,1322,New Customer Low Value
1880,353,68,4,5455.86,4,3,3,4,4334,Top Tier Loyalist
1881,250,46,2,2991.75,2,3,1,2,2312,New Customer Low Value
1882,288,129,3,2641.0600000000004,3,2,2,2,3222,Inactive Customer
1883,43,43,1,1762.96,1,3,1,1,1311,New Customer Low Value
1884,360,303,3,3240.11,4,1,2,3,4123,Reactivated Spender
1885,293,5,7,9363.78,3,4,4,4,3444,Top Tier Loyalist
1887,348,106,5,7999.85,4,2,4,4,4244,At Risk Customer
1888,272,88,2,2736.54,2,2,1,2,2212,New Customer Low Value
1889,192,192,1,1636.9,1,1,1,1,1111,New Customer Low Value
189,284,4,4,6820.94,2,4,3,4,2434,New Customer High Value
1890,318,45,5,5569.27,3,3,4,4,3344,Top Tier Loyalist
1891,136,120,2,2248.37,1,2,1,2,1212,New Customer Low Value
1892,218,116,3,2558.12,2,2,2,2,2222,New Customer Low Value
1893,338,69,4,4759.03,4,3,3,4,4334,Top Tier Loyalist
1894,126,37,2,1884.24,1,3,1,2,1312,New Customer Low Value
1895,123,8,3,1879.4299999999998,1,4,2,2,1422,New Customer Low Value
1896,226,226,1,1890.39,2,1,1,2,2112,New Customer Low Value
1897,265,265,1,416.98,2,1,1,1,2111,New Customer Low Value
1898,319,61,5,7709.22,3,3,4,4,3344,Top Tier Loyalist
1899,296,77,5,3807.34,3,3,4,3,3343,Top Tier Loyalist
19,334,281,2,2948.34,4,1,1,2,4112,Inactive Customer
190,355,264,2,1854.92,4,1,1,2,4112,Inactive Customer
1900,196,68,2,1978.77,1,3,1,2,1312,New Customer Low Value
1901,333,128,3,3786.58,4,2,2,3,4223,Reactivated Spender
1902,257,22,3,1415.55,2,4,2,1,2421,New Customer Low Value
1903,165,17,3,4773.13,1,4,2,4,1424,New Customer High Spender
1905,331,11,5,5940.8,4,4,4,4,4444,Top Tier Loyalist
1906,254,24,3,3821.2799999999997,2,4,2,3,2423,New Customer High Spender
1907,111,111,1,363.01,1,2,1,1,1211,New Customer Low Value
1908,284,108,4,4708.74,2,2,3,4,2234,New Customer High Value
1909,154,76,2,1420.52,1,3,1,1,1311,New Customer Low Value
191,106,106,1,1065.03,1,2,1,1,1211,New Customer Low Value
1910,133,18,2,2970.59,1,4,1,2,1412,New Customer Low Value
1911,93,62,2,3156.3599999999997,1,3,1,3,1313,New Customer High Spender
1912,274,39,5,3301.12,2,3,4,3,2343,New Customer High Value
1913,325,61,6,4506.62,3,3,4,3,3343,Top Tier Loyalist
1914,352,64,4,5011.18,4,3,3,4,4334,Top Tier Loyalist
1915,291,77,3,1494.05,3,3,2,1,3321,Occasional Spender
1916,256,54,3,2939.54,2,3,2,2,2322,New Customer Low Value
1917,309,29,7,9783.66,3,4,4,4,3444,Top Tier Loyalist
1918,208,2,2,1707.94,2,4,1,1,2411,New Customer Low Value
1919,134,127,2,1298.5,1,2,1,1,1211,New Customer Low Value
192,361,80,4,3836.29,4,3,3,3,4333,Top Tier Loyalist
1920,67,67,1,678.25,1,3,1,1,1311,New Customer Low Value
1921,41,41,1,586.45,1,3,1,1,1311,New Customer Low Value
1922,331,331,1,533.51,4,1,1,1,4111,Inactive Customer
1923,187,76,2,2540.71,1,3,1,2,1312,New Customer Low Value
1924,62,26,2,3340.49,1,4,1,3,1413,New Customer High Spender
1925,235,6,3,2871.84,2,4,2,2,2422,New Customer Low Value
1926,292,19,3,3780.85,3,4,2,3,3423,Occasional Spender
1927,190,115,3,3952.92,1,2,2,3,1223,New Customer High Potential
1928,156,35,2,2219.84,1,4,1,2,1412,New Customer Low Value
1929,357,105,4,3139.23,4,2,3,3,4233,At Risk Customer
1930,22,22,1,1703.52,1,4,1,1,1411,New Customer Low Value
1931,24,24,1,363.01,1,4,1,1,1411,New Customer Low Value
1932,339,242,3,5587.98,4,1,2,4,4124,Reactivated Spender
1933,330,300,2,3102.04,4,1,1,3,4113,Reactivated Spender
1934,202,4,3,3773.19,1,4,2,3,1423,New Customer High Spender
1935,315,315,1,358.39,3,1,1,1,3111,Inactive Customer
1936,291,78,5,6501.74,3,3,4,4,3344,Top Tier Loyalist
1937,349,94,4,6318.24,4,2,3,4,4234,At Risk Customer
1938,286,230,2,2898.21,3,1,1,2,3112,Inactive Customer
1939,201,201,1,230.91,1,1,1,1,1111,New Customer Low Value
194,325,130,2,3038.6000000000004,3,2,1,3,3213,Reactivated Spender
1940,151,77,2,2827.99,1,3,1,2,1312,New Customer Low Value
1941,290,231,2,3357.07,3,1,1,3,3113,Reactivated Spender
1942,206,48,4,3383.87,1,3,3,3,1333,New Customer High Value
1943,315,300,2,1715.3799999999999,3,1,1,1,3111,Inactive Customer
1944,304,162,3,3898.95,3,2,2,3,3223,Reactivated Spender
1945,210,156,2,2018.11,2,2,1,2,2212,New Customer Low Value
1946,321,89,7,7650.59,3,2,4,4,3244,At Risk Customer
1947,326,36,5,5470.12,3,4,4,4,3444,Top Tier Loyalist
1948,228,179,2,1567.03,2,1,1,1,2111,New Customer Low Value
1949,325,30,5,6846.33,3,4,4,4,3444,Top Tier Loyalist
195,298,1,4,7345.639999999999,3,4,3,4,3434,Top Tier Loyalist
1950,261,95,6,7162.74,2,2,4,4,2244,New Customer High Value
1951,269,119,5,5312.72,2,2,4,4,2244,New Customer High Value
1952,332,77,7,7032.6900000000005,4,3,4,4,4344,Top Tier Loyalist
1953,264,11,3,2894.65,2,4,2,2,2422,New Customer Low Value
1954,322,129,4,5161.4800000000005,3,2,3,4,3234,At Risk Customer
1955,197,79,2,1532.31,1,3,1,1,1311,New Customer Low Value
1956,167,34,2,1931.6399999999999,1,4,1,2,1412,New Customer Low Value
1957,349,195,5,5441.65,4,1,4,4,4144,At Risk Customer
1958,229,132,2,1803.34,2,2,1,2,2212,New Customer Low Value
1959,345,242,5,5630.05,4,1,4,4,4144,At Risk Customer
196,347,270,6,5325.83,4,1,4,4,4144,At Risk Customer
1960,89,89,1,1793.43,1,2,1,2,1212,New Customer Low Value
1961,26,26,1,1636.9,1,4,1,1,1411,New Customer Low Value
1962,281,281,1,590.26,2,1,1,1,2111,New Customer Low Value
1963,162,162,1,792.9,1,2,1,1,1211,New Customer Low Value
1964,307,103,6,8039.19,3,2,4,4,3244,At Risk Customer
1965,320,7,4,3406.23,3,4,3,3,3433,Top Tier Loyalist
1966,297,194,2,433.53,3,1,1,1,3111,Inactive Customer
1967,25,23,2,2368.7,1,4,1,2,1412,New Customer Low Value
1969,92,92,1,575.27,1,2,1,1,1211,New Customer Low Value
197,341,109,3,3560.9300000000003,4,2,2,3,4223,Reactivated Spender
1970,327,11,4,5085.74,3,4,3,4,3434,Top Tier Loyalist
1971,357,161,4,4815.28,4,2,3,4,4234,At Risk Customer
1972,116,87,2,2126.85,1,2,1,2,1212,New Customer Low Value
1973,286,286,1,1292.84,3,1,1,1,3111,Inactive Customer
1974,209,33,2,1208.98,2,4,1,1,2411,New Customer Low Value
1975,109,109,1,590.26,1,2,1,1,1211,New Customer Low Value
1976,242,169,2,1982.85,2,1,1,2,2112,New Customer Low Value
1977,254,61,2,674.99,2,3,1,1,2311,New Customer Low Value
1978,345,345,1,1386.84,4,1,1,1,4111,Inactive Customer
1979,263,34,3,4653.57,2,4,2,4,2424,New Customer High Spender
198,267,59,5,8186.3,2,3,4,4,2344,New Customer High Value
1980,266,184,5,6391.12,2,1,4,4,2144,New Customer High Value
1981,238,90,2,3570.41,2,2,1,3,2213,New Customer High Potential
1982,300,115,4,4575.23,3,2,3,4,3234,At Risk Customer
1983,296,3,3,4030.1099999999997,3,4,2,3,3423,Occasional Spender
1984,241,49,4,5969.93,2,3,3,4,2334,New Customer High Value
1985,353,1,3,2353.6800000000003,4,4,2,2,4422,Occasional Spender
1986,348,185,2,1149.9099999999999,4,1,1,1,4111,Inactive Customer
1987,313,147,2,1903.78,3,2,1,2,3212,Inactive Customer
1988,248,171,3,4202.629999999999,2,1,2,3,2123,New Customer High Potential
1989,340,23,3,4911.58,4,4,2,4,4424,Occasional Spender
1990,114,87,2,1781.04,1,2,1,2,1212,New Customer Low Value
1991,230,2,6,7500.8,2,4,4,4,2444,New Customer High Value
1992,307,141,4,4975.66,3,2,3,4,3234,At Risk Customer
1993,197,75,3,3308.06,1,3,2,3,1323,New Customer High Spender
1994,179,139,4,4895.5,1,2,3,4,1234,New Customer High Value
1995,321,165,2,2313.38,3,1,1,2,3112,Inactive Customer
1996,338,36,5,5090.57,4,4,4,4,4444,Top Tier Loyalist
1997,298,55,4,4511.1,3,3,3,3,3333,Top Tier Loyalist
1998,268,179,2,2237.81,2,1,1,2,2112,New Customer Low Value
1999,219,4,4,4725.02,2,4,3,4,2434,New Customer High Value
2,203,129,2,2745.57,1,2,1,2,1212,New Customer Low Value
20,203,41,2,3854.43,1,3,1,3,1313,New Customer High Spender
200,291,8,7,8471.68,3,4,4,4,3444,Top Tier Loyalist
2000,176,45,2,2262.49,1,3,1,2,1312,New Customer Low Value
2001,204,87,2,2297.8199999999997,1,2,1,2,1212,New Customer Low Value
2002,148,98,2,644.11,1,2,1,1,1211,New Customer Low Value
2003,220,220,1,100.35,2,1,1,1,2111,New Customer Low Value
2004,348,47,2,2057.84,4,3,1,2,4312,Occasional Spender
2005,284,6,3,3618.45,2,4,2,3,2423,New Customer High Spender
2006,299,162,2,2304.2200000000003,3,2,1,2,3212,Inactive Customer
2007,24,24,1,2091.47,1,4,1,2,1412,New Customer Low Value
2008,352,30,5,5007.95,4,4,4,4,4444,Top Tier Loyalist
2009,203,6,5,4989.13,1,4,4,4,1444,New Customer High Value
201,138,117,2,1001.09,1,2,1,1,1211,New Customer Low Value
2010,35,35,1,1403.5,1,4,1,1,1411,New Customer Low Value
2011,340,340,1,742.54,4,1,1,1,4111,Inactive Customer
2012,337,14,3,3205.78,4,4,2,3,4423,Occasional Spender
2013,287,46,6,5279.5,3,3,4,4,3344,Top Tier Loyalist
2014,254,93,3,3280.58,2,2,2,3,2223,New Customer High Potential
2015,211,90,2,3267.86,2,2,1,3,2213,New Customer High Potential
2016,250,99,4,3932.21,2,2,3,3,2233,New Customer High Value
2017,197,13,2,3549.64,1,4,1,3,1413,New Customer High Spender
2018,293,248,3,3524.6,3,1,2,3,3123,Reactivated Spender
2019,355,53,3,2903.15,4,3,2,2,4322,Occasional Spender
202,189,19,3,2511.82,1,4,2,2,1422,New Customer Low Value
2020,342,135,5,6483.15,4,2,4,4,4244,At Risk Customer
2021,268,268,1,742.54,2,1,1,1,2111,New Customer Low Value
2023,281,14,6,5019.92,2,4,4,4,2444,New Customer High Value
2024,263,171,3,2266.73,2,1,2,2,2122,New Customer Low Value
2025,318,139,3,2581.89,3,2,2,2,3222,Inactive Customer
2026,358,208,2,3412.96,4,1,1,3,4113,Reactivated Spender
2027,362,362,1,360.4,4,1,1,1,4111,Inactive Customer
2028,325,41,4,4405.16,3,3,3,3,3333,Top Tier Loyalist
2029,358,50,6,3099.02,4,3,4,3,4343,Top Tier Loyalist
203,103,103,1,642.7,1,2,1,1,1211,New Customer Low Value
2030,258,258,1,912.52,2,1,1,1,2111,New Customer Low Value
2031,243,20,2,2686.24,2,4,1,2,2412,New Customer Low Value
2032,191,6,2,1640.3,1,4,1,1,1411,New Customer Low Value
2033,325,12,5,7240.6900000000005,3,4,4,4,3444,Top Tier Loyalist
2034,223,53,2,2087.99,2,3,1,2,2312,New Customer Low Value
2035,156,128,2,2438.77,1,2,1,2,1212,New Customer Low Value
2036,354,26,8,6962.66,4,4,4,4,4444,Top Tier Loyalist
2037,322,99,2,2501.38,3,2,1,2,3212,Inactive Customer
2038,161,14,2,1869.99,1,4,1,2,1412,New Customer Low Value
2039,357,200,3,3063.11,4,1,2,3,4123,Reactivated Spender
204,196,57,3,4811.1900000000005,1,3,2,4,1324,New Customer High Spender
2040,97,97,1,1216.14,1,2,1,1,1211,New Customer Low Value
2041,349,81,4,5082.8099999999995,4,3,3,4,4334,Top Tier Loyalist
2042,110,105,2,2972.05,1,2,1,2,1212,New Customer Low Value
2043,329,140,5,6704.41,4,2,4,4,4244,At Risk Customer
2044,270,131,2,2217.61,2,2,1,2,2212,New Customer Low Value
2045,315,56,6,4754.71,3,3,4,4,3344,Top Tier Loyalist
2046,237,98,3,5976.37,2,2,2,4,2224,New Customer High Potential
2048,309,58,3,4977.47,3,3,2,4,3324,Occasional Spender
2049,81,77,2,3051.91,1,3,1,3,1313,New Customer High Spender
205,304,173,4,3758.04,3,1,3,3,3133,At Risk Customer
2050,220,7,3,3503.13,2,4,2,3,2423,New Customer High Spender
2051,52,52,1,230.91,1,3,1,1,1311,New Customer Low Value
2052,59,59,1,792.9,1,3,1,1,1311,New Customer Low Value
2053,327,6,4,5849.7,3,4,3,4,3434,Top Tier Loyalist
2054,203,161,2,2861.67,1,2,1,2,1212,New Customer Low Value
2055,281,106,4,5674.3,2,2,3,4,2234,New Customer High Value
2056,55,55,1,1036.59,1,3,1,1,1311,New Customer Low Value
2058,287,133,4,3966.13,3,2,3,3,3233,At Risk Customer
2059,194,194,1,416.98,1,1,1,1,1111,New Customer Low Value
2060,319,6,6,5824.3099999999995,3,4,4,4,3444,Top Tier Loyalist
2061,331,203,2,1924.4700000000003,4,1,1,2,4112,Inactive Customer
2062,312,43,4,5164.09,3,3,3,4,3334,Top Tier Loyalist
2063,295,293,2,2037.6999999999998,3,1,1,2,3112,Inactive Customer
2064,297,107,3,3634.58,3,2,2,3,3223,Reactivated Spender
2065,333,226,3,3629.75,4,1,2,3,4123,Reactivated Spender
2066,331,218,2,1846.21,4,1,1,2,4112,Inactive Customer
2067,340,340,1,574.64,4,1,1,1,4111,Inactive Customer
2068,301,160,2,1247.6999999999998,3,2,1,1,3211,Inactive Customer
2069,360,52,6,10361.07,4,3,4,4,4344,Top Tier Loyalist
207,362,362,1,1842.92,4,1,1,2,4112,Inactive Customer
2070,334,183,3,4279.24,4,1,2,3,4123,Reactivated Spender
2071,320,104,5,2847.9,3,2,4,2,3242,At Risk Customer
2072,274,9,5,3881.12,2,4,4,3,2443,New Customer High Value
2073,313,261,3,2021.8600000000001,3,1,2,2,3122,Inactive Customer
2075,172,5,2,3009.57,1,4,1,2,1412,New Customer Low Value
2076,360,112,7,10105.36,4,2,4,4,4244,At Risk Customer
2077,228,228,1,2091.47,2,1,1,2,2112,New Customer Low Value
2078,230,80,2,2334.8599999999997,2,3,1,2,2312,New Customer Low Value
2079,244,101,2,3173.1400000000003,2,2,1,3,2213,New Customer High Potential
208,128,128,1,1538.99,1,2,1,1,1211,New Customer Low Value
2080,313,163,3,2578.52,3,1,2,2,3122,Inactive Customer
2081,311,128,2,2243.46,3,2,1,2,3212,Inactive Customer
2082,343,2,4,4999.96,4,4,3,4,4434,Top Tier Loyalist
2083,354,16,7,8015.4,4,4,4,4,4444,Top Tier Loyalist
2085,359,338,2,3145.5,4,1,1,3,4113,Reactivated Spender
2086,285,285,1,544.05,3,1,1,1,3111,Inactive Customer
2087,362,218,3,3787.29,4,1,2,3,4123,Reactivated Spender
2088,292,268,2,2053.98,3,1,1,2,3112,Inactive Customer
209,171,171,1,1769.64,1,1,1,2,1112,New Customer Low Value
2090,166,166,1,227.88,1,1,1,1,1111,New Customer Low Value
2091,292,212,3,5499.04,3,1,2,4,3124,Reactivated Spender
2092,332,17,4,5533.24,4,4,3,4,4434,Top Tier Loyalist
2093,314,61,3,4163.3,3,3,2,3,3323,Occasional Spender
2094,213,35,3,2544.7,2,4,2,2,2422,New Customer Low Value
2095,313,21,6,7496.52,3,4,4,4,3444,Top Tier Loyalist
2096,270,133,3,4330.92,2,2,2,3,2223,New Customer High Potential
2097,342,39,5,6259.41,4,3,4,4,4344,Top Tier Loyalist
2098,306,69,2,1775.4099999999999,3,3,1,2,3312,Occasional Spender
2099,329,64,5,5899.82,4,3,4,4,4344,Top Tier Loyalist
21,70,7,3,4113.79,1,4,2,3,1423,New Customer High Spender
210,208,23,4,5756.4400000000005,2,4,3,4,2434,New Customer High Value
2100,307,19,4,3375.66,3,4,3,3,3433,Top Tier Loyalist
2101,347,201,3,3447.94,4,1,2,3,4123,Reactivated Spender
2102,301,46,3,4711.76,3,3,2,4,3324,Occasional Spender
2103,355,15,3,3452.0299999999997,4,4,2,3,4423,Occasional Spender
2104,354,81,8,7415.84,4,3,4,4,4344,Top Tier Loyalist
2105,89,24,2,2733.7799999999997,1,4,1,2,1412,New Customer Low Value
2106,6,6,1,1216.14,1,4,1,1,1411,New Customer Low Value
2107,65,65,1,1198.46,1,3,1,1,1311,New Customer Low Value
2108,342,342,1,290.62,4,1,1,1,4111,Inactive Customer
2109,313,158,4,4666.47,3,2,3,4,3234,At Risk Customer
211,348,40,7,7222.89,4,3,4,4,4344,Top Tier Loyalist
2110,262,186,2,1673.18,2,1,1,1,2111,New Customer Low Value
2111,323,72,3,3535.43,3,3,2,3,3323,Occasional Spender
2112,297,3,3,4595.12,3,4,2,4,3424,Occasional Spender
2113,281,185,3,3042.04,2,1,2,3,2123,New Customer High Potential
2114,297,102,3,3479.74,3,2,2,3,3223,Reactivated Spender
2115,48,48,1,441.49,1,3,1,1,1311,New Customer Low Value
2116,332,165,3,3953.99,4,1,2,3,4123,Reactivated Spender
2117,306,205,2,1655.85,3,1,1,1,3111,Inactive Customer
2118,139,136,2,2355.56,1,2,1,2,1212,New Customer Low Value
2119,356,356,1,1280.28,4,1,1,1,4111,Inactive Customer
212,188,188,1,792.9,1,1,1,1,1111,New Customer Low Value
2120,340,246,4,4756.31,4,1,3,4,4134,At Risk Customer
2121,355,90,4,5634.65,4,2,3,4,4234,At Risk Customer
2122,24,9,2,1275.53,1,4,1,1,1411,New Customer Low Value
2123,232,196,4,4150.39,2,1,3,3,2133,New Customer High Value
2124,287,229,3,3308.06,3,1,2,3,3123,Reactivated Spender
2125,242,48,4,3360.79,2,3,3,3,2333,New Customer High Value
2126,332,284,3,1651.6,4,1,2,1,4121,Inactive Customer
2127,162,33,4,4846.79,1,4,3,4,1434,New Customer High Value
2128,14,14,1,1703.52,1,4,1,1,1411,New Customer Low Value
2129,237,237,1,183.86,2,1,1,1,2111,New Customer Low Value
213,341,29,4,3160.3900000000003,4,4,3,3,4433,Top Tier Loyalist
2130,253,12,4,4592.13,2,4,3,4,2434,New Customer High Value
2131,361,102,2,1831.99,4,2,1,2,4212,Inactive Customer
2132,278,278,1,1129.13,2,1,1,1,2111,New Customer Low Value
2133,360,226,4,5404.799999999999,4,1,3,4,4134,At Risk Customer
2134,267,103,4,4713.76,2,2,3,4,2234,New Customer High Value
2136,219,11,3,4989.64,2,4,2,4,2424,New Customer High Spender
2137,293,21,4,4683.41,3,4,3,4,3434,Top Tier Loyalist
2138,270,148,3,4053.81,2,2,2,3,2223,New Customer High Potential
